category,file_path,role,skills,education
AVIATION,data/AVIATION/29534737.pdf,PRODUCTION SUPERVISOR / VALUE STREAM LEADER,"blue print reading, blueprints, calibration, CNC, grinders, lathes, machinery, machining, weapons, natural, oil, quality, reading, recording,
schematics, supervision, test equipment, transportation, Troubleshooting","GRADUATE
 
: 
1998
 
John Wood Community College
 
ï¼​ 
City
 
, 
State
May, 1987
 
Quincy Senior High School
 
ï¼​ 
City
 
, 
State
Personal Information
Fishing, Spending time with family and friends. Strengths 
Adaptable and flexible, Self starter, Highly motivated"
AVIATION,data/AVIATION/38047274.pdf,PLANNER/SCHEDULER,"Strong written skills
Green belt qualified for Lean Sigma
CPR certified
Microsoft Office Suite
Strong attention to detail
Effective time manager","High School Diploma
 
Jun 1989
 
SOUTH ALBANY HIGH SCHOOL
 
- 
City
 
, 
State
Technical Training
 
, 
Certified Nurse Assistant 
Westhills College
 
- 
City
 
, 
State
 
, 
USA
Continuing Education to Complete BSN. with a transfer to Fresno State."
AVIATION,data/AVIATION/25719936.pdf,ELECTRICAL ENGINEER,"Complex problem solver
Project management
Operational analysis expert
Technical writing
Data collection
Strong decision maker
Analog and digital hardware and
firmware design
FEA and failure analysis
3D design and simulation software?","2010
 
University of Texas at Arlington
 
- 
Electrical Engneering
 
City
 
, 
State
 
, 
United States
 
GPA: 
GPA: 3.0
Coursework in Electro-technology, Thermodynamics and Electronics
Complete course load of 129 credits and maintained
 
1999
 
Certificate of Completion
 
:
 
Officer Candidate School (BOOST)
 
- 
Officer Training/College Prep
 
City
 
, 
State
 
, 
United States
 
Coursework in
Officer duties/management. GPA 3.0"
AVIATION,data/AVIATION/26888302.pdf,AVIATION FUEL QUALITY CONTROL SPECIALIST,"include: process
troubleshooting and maintenance of equipment/instrumentation.","8 2012
Lee College
 
City
 
, 
State
 
Process Technology
 
A.A.S
 
GPA: 
GPA: 3.8
 
Process Technology GPA: 3.8
New Jersey Institute of Technology
 
City
 
, 
State
 
Chemical Engineering
 
Bachelor of Science
 
Chemical Engineering"
AVIATION,data/AVIATION/11959428.pdf,MAINTENANCE MECHANIC,,"Associate of Applied Science
 
: 
Airframe & Power-plant Technology
 
2016
 
Hallmark University
 
City
 
, 
State
Certifications
FAAÂ Airframe &Â Power-plantÂ License"
AVIATION,data/AVIATION/99416532.pdf,RANK: SGT/E-5 NON- COMMISSIONED OFFICER IN CHARGE BRIGADE MAIL ROOM,".
Managed 
and 
accounted 
for 
over 
$100 
million 
of 
military 
munitions 
with 
zero 
errors. 
Monthly inventories of multiple warehouses.
Reconciled daily issue and turn-in paperwork of customer units.
Consistently 
recognized 
for 
excellence 
in 
that 
field.
Successfully opened, developed and maintained a consolidated mail facility, servicing more than 5,000 soldiers.
With no prior","Associate of Science
 
: 
Pre-Engineering
 
Pikes Peak Community College 2016-2018
 
- 
City
 
, 
State
 
- Enrolled in Fall 2016 Semester to begin work on an Pre-Engineering A.S Degree.
- I then hope to transfer to Colorado School of Mines to obtain a B.S Degree in Engineering."
AVIATION,data/AVIATION/19818707.pdf,TRIP COORDINATOR,"EXECUTIVE SUMMARY
Financial Analyst with extensive","05/2009
Masters of Business Administration
 
: 
Financial Leadership
 
Franklin University
 
- 
City
 
, 
State
 
Financial Leadership12/2007
Bachelor Degree
 
: 
Science in Financial Management
 
Franklin University
 
- 
City
 
, 
State
 
Science in Financial Management
12/2007
Bachelor Degree
 
: 
Science Business Administration
 
Franklin University
 
- 
City
 
, 
State
 
Science Business Administration"
AVIATION,data/AVIATION/19284293.pdf,LEAD OPERATIONS ENGINEER - GLOBAL HAWK PROJECT,"Flight test management
UAS operations
Flight test engineering
Systems integration and test
Aircraft modification management
Team leadership","and Training
1994
Defining System Requirements, NASA, 2004 
Advanced System Safety Practices, NASA, 2001 
Personnel Management for Executives (Resident
Course), US Army, 1994 
Test and Evaluation Management
 
US Air Force Institute of Technology University of Kansas
 
Hazards of High-Intensity
Electromagnetic Radiation to Flight, CKC Laboratories, 1991
1982
Bachelor of Science
 
: 
Aeronautical Engineering
 
California Polytechnic State University
 
ï¼​ 
City
 
, 
State
 
Aeronautical Engineering"
AVIATION,data/AVIATION/29167286.pdf,INSTRUCTOR/WRITER,"streamline, Army, Hardware, CTC, documentation, Functional, Hydraulics, instruction, Instructor, Logistics, materials, monitors, organizational,
personnel, policies, presentations, processes, Quality, quality assurance, Risk Management, Safety, Supervisor, technical manuals, Troubleshooting","Technical or Occupational Certificate
 
: 
3 2009
 
North Central Institute
 
ï¼​ 
City
 
, 
State
 
, 
United StatesGA-101 General-Airframe Job Related Training: Instructor Certification for UH-60 A/L Helicopters, 15 May 2013 Cadre Training
Course(CTC), 08 March 2013 UH-60 M Helicopter Course, 21 March 2014 UH-60 A/L Helicopter Repairers Course, 02 October 1998
Fundamentals of Systems Acquisition Management ACQ101 Section 308, 01 November 2007 Risk Management CLM017 21 March 2008
Production, Quality & Manufacturing Fundamentals PQM101 Section 302, 18 March 2008
Personal Information
(*) Indicates professional reference"
AVIATION,data/AVIATION/68216398.pdf,PLANT OPERATOR,"Operating a Air Separation Unit to produce FDA quality Oxygen, Nitrogen, and Argon liquids.
Troubleshoot/Maintain/Repair all motors, pumps, compressors, heat exchangers, piping and electrical components within plant site.","courses. Trained new operators and
implemented new division operator training program to improve retention rates and increase production.
Sales Associate
 
01/2008
 
to 
05/2009
 
Company Name
 
City
 
, 
State
Sales of all plumbing indoor and outdoor materials.
selling plumbing supplies and material, unloading trucks and stocking shelves.
Auto Mechanic
 
01/2007
 
to 
03/2008
 
Company Name
 
City
 
, 
State
Service cars and trucks, tire repair, brake replacement, oil changes, transmission flush, radiator flush, all auto repair.
Aviation Structure Mechanic
 
09/1996
 
to 
07/2007
 
Company Name
 
City
 
, 
State
Maintain liquid/gaseous oxygen and nitrogen systems. Remove, inspect and re-install oxygen components. Replenish and service liquid/gaseous
oxygen and nitrogen containers, tanks, and holding carts. Daily safety inspection on aircraft and supporting oxygen and nitrogen systems. Applyoperating procedures for servicing of aircraft, transfer trailers or direct filling equipment with liquid/gaseous oxygen and nitrogen. Perform ground
checks and correct operation, mechanical work and upkeep of all aircraft oxygen and nitrogen systems and support equipment. Maintain aircraft
safety equipment, canopy and environmental systems. Maintain aircraft fire extinguishing systems.
Supervise 7 to 15 person work group. Use and supervise the use of computers for record keeping, reports, and inventories. Troubleshoot and
repair malfunctioning equipment. Train subordinates in operation, maintenance, and repair of oxygen and nitrogen, canopy, environmental, fire
detection and suppression and egress systems. Maintain shop publications, files, technical directives and manuals. Use trucks, forklifts and all
ground support equipment. Maintain liquid/gaseous oxygen/nitrogen systems and safety equipment. Train, supervise personnel on rules and
regulations, supervise personnel and maintain 15 to 45 aircraft.
Education
2008
 
University of Montana
 
City
 
, 
State
Mechanical Classes.
2005
 
Navy
 
City
 
, 
State
Multiple education 
courses and training within the Navy.
High School Diploma
 
Trapper Creek High School
 
City
 
, 
State"
AVIATION,data/AVIATION/96457008.pdf,OPERATOR,"ASSEMBLER, LCD, MECHANICAL, ESS, PAINT, PAINTER, SALES, SOLDERING, PHONES, VIDEO","1987
SONTHORMOK VOCATIONAL SCHOOL CAPITAL PHNOM PENH
2009
SAINT PETERSBURG COLLEGE
Certifications
VCRS & PAGERS REPAIR 1995-1999 CHICAGO, ILLINOIS"
AVIATION,data/AVIATION/24589765.pdf,"GOVERNMENT RELATIONS, COMMUNICATIONS AND ORGANIZATIONAL DEVELOPMENT DIRECTOR",,"Program.
Provided leadership support in the reorganization and relocation of the WSDOT Aviation Division.
Created the WSDOT Airport Land Use Compatibility Program, which now serves as a national model in protecting airports through local
land use planning.
Restructured the Aviation System Plan into a dynamic web-based resource tool for the 129 airports in Washington.
Managed consultants for delivery of the statewide pavement management program.
Provided staff support for the 2002 Joint Legislative Audit Review Committee Aviation Division study and the 1998 State Aviation Policy.
Public Affairs Specialist
 
Company Name
 
â€“ 
City
 
, 
State
 
Served as spokesperson to national and international media including crisis managementincluding the Pan Am 103 bombing, and numerous aircraft
accidents. Provided media training to senior management as well as support during media interviews including the television shows, 60 Minutes and48 Hours.
09/2011
 
to 
01/2014
Director, Budget and Program Development
 
Company Name
 
â€“ 
City
 
, 
State
 
Serves as Director of Budget and Program Development for WSDOT Ferries Division with a $760 million biennial budget serving over 22
million passengers each year. 
Greco oversaw program management for the operating and capital budgets and established a trend and change management program. 
Built strong partnerships between diverse internal partners and external stakeholders. Cultivated Lean initiatives and projects in partnership
with agency executives. Developed organization's performance management program.
She is"
AVIATION,data/AVIATION/14790629.pdf,SENIOR MANAGER OF CUSTOMER SUPPORT,"Â 
DependableÂ 
Time ManagementÂ 
FlexibleÂ 
FriendlyÂ 
Personable
Persuasive
Enthusiastic team player
New program and promotion implementation
Marketing savvy
Meticulous attention to detail
Focused on customer satisfaction
Excellent written and verbal communicator
Trade shows
Presentations",
AVIATION,data/AVIATION/38154903.pdf,LEAD AEROSPACE ASSEMBLER,"Critical Thinking
 
 Â  Â  Â  Â  Â  Â  Â  Â  Â Decision Making
Hand/Power Tools
 
 Thoroughly Inspects Work
Problem Solving
Time Management
Troubleshooting","and Training
Administration of Justice
 
2018
 
College of the Canyons
 
, 
City
 
, 
State
Projected Graudation Date: Summer 2018
Certificate
 
2012
 
Naval Fleet Training Center
 
, 
City
 
, 
State
Micro-miniature Electronics Repair
Certificate
 
2011
 
Center for Surface Combat Systems
 
, 
City
 
, 
State
Miniature Electronics Repair
Certificate
 
2011
 
Naval Air Technical Training Center
 
, 
City
 
, 
State
Aviation Electrician's Mate Strand
High School Diploma
 
2010
 
Diamond Ranch High School
 
, 
City
 
, 
State"
AVIATION,data/AVIATION/17483843.pdf,UNMANNED AVIATION TECHNICIAN SUPERVISOR,"approach, Basic, budget, Ca, product development, documentation, fast, functional, hand tools, logistics, materials, Mentor, Excel, Microsoft
Office, Outlook, Publisher, Microsoft Word, oscilloscopes, personnel, power tools, procurement, progress, project plans, radio, safety, sales,
scheduling, Six Sigma, soldering, Spanish, Supervisor, switches, technical project management, Technician, test equipment, Trainer,
Transportation, troubleshoot","6 2004
 
Diploma
 
:
 
AAS, National University Thomas Jefferson High School
 
City
 
, 
State
1 2006
 
Unmanned Aviation System Safe For Flight. Twenty-Nine Palms, Ca; 2014 Unmanned Aviation System Technician, Ft. Huachuca, AZ;
2012 Six Sigma, Yellow Belt Ca; 2013 Basic Machine Gun Trainer; Camp Lejeune, NC; 2011 Hazardous Material Handling, Lackland AFB,
TX; 2010 Military Standard Transportation and Movements Procedures Ft.Eustis, VA;2009 Distribution Management Specialist 
:
 
State"
AVIATION,data/AVIATION/13405229.pdf,SECURITY BAGGAGE HANDLER/PERSONNEL SCREENER,": MS Excel, MS Access, MS Word, MS Power Point, MS Outlook, Adobe Acrobat
Programs: Navy Enterprise Resource Planning, FedEx, United Parcel Service, Webflis, DODDAC, FACTS
Currently maintain an active Security Clearance of Secret.
References/DD214/ Transcripts upon Request","al Background
2015
Saint Leo University
 
City
 
, 
State
 
, 
US
 
Criminal Justice
 
Bachelor of ArtsSaint Leo University, Chesapeake, VA
Deans List Bachelor of Arts Graduation: 2015 Overall GPA: 3.778 â—¦ Major: Criminal Justice
Bilingual- Spanish
Military"
AVIATION,data/AVIATION/92283635.pdf,MAINTENANCE SPECIALIST/TECHNICIAN,"Basic, CALIBRATION, conversion, CPR certified, DC, Electronics, frame, Leadership, team leader, Logic, logistics, mathematics, office, Radar,
reading, Safety, FM, Security Clearance, supervisor, switches, test equipment, troubleshoot, troubleshooting, verbal communication","CONSOLIDATED AUTOMATED SUPPORT SYSTEM (CASS) ADVANCED MAINTENANCE/CALIBRATION INTERMEDIATE
MAINTENANCE
 
October 2011
 
City
 
, 
State
 
Top 10% of class Upon completion of the course, became able to program, debug, install, and
verify the effectiveness of a software package (ATLAS) used to provide a consolidated response to testing requirements in an intermediate
aviation repair shop; and operate and repair a pneumatic generator, a device used to simulate air pressures"
AVIATION,data/AVIATION/22168194.pdf,CUSTOMER SERVICE AGENT,"Microsoft Office
Art
Clients
Documentation
Facsimile
Forms
Materials
Mediation
Microsoft Office
Office machines
Photocopiers
Policies
Quality
Safety
Scanners
Supervision
Telephone
Troubleshooting
Voice mail
Well organized","AA
 
: 
Interdisciplinary Studies/Social and Behavioral Sciences
 
, 
2016
 
Los Angeles Southwest College
 
- 
City
 
, 
State
 
High School Diploma
 
: 
General Studies
 
, 
2011
 
Junipero Serra High School
 
- 
City"
AVIATION,data/AVIATION/15618327.pdf,LEAN SIX SIGMA BLACK BELT,"accounting
Adobe
Charts
Data entry
Data processing
Financial management
Inventory management
Team leadership
Logistics
Management Information System
Naval, enterprise
Personnel Development
Purchasing
Trainer","Certificate
 
:
 
Basic Intructor
 
2012
 
Department of the Navy
 
, 
City
 
, 
State
 
, 
United States
Certification
 
:
 
Lean Six Sigma Green Belt
 
2012
 
Department of the Navy
 
, 
City
 
, 
State
 
, 
United States
Certificate
 
:
 
Lean Six Sigma Black Belt
 
2012
 
Villanova University
 
, 
City
 
, 
State
 
, 
United States
Certificate
 
:
 
Logistics Supply Chain Improvement Practitioner 
2011
 
Department of the Navy
 
, 
City
 
, 
State
 
, 
United States"
AVIATION,data/AVIATION/58048626.pdf,ASSISTANT TO MANAGING DIRECTOR,". Proficient at identifying cost-effective strategies to promote significant savings. Effectively define, develop and
implement action plans and policies to maximize productivity and efficiency.","Masters in Digital Marketing and 2.0 Communications - ENyD Business School & Universidad Europea Miguel de Cervantes
 
: 
October 2013
MBA - EAE (school of business administration)
 
: 
May 2012
Bachelors of Arts
 
: 
Tourism Business Management
 
, 
June 2002
 
National University of Distance Education
 
ï¼​ 
State
 
, 
Spain
 
Tourism Business
ManagementMasters of Business Administration"
AVIATION,data/AVIATION/12192507.pdf,FRONT DESK ATTENDANT,"Problem solving abilities 
Decisive
Critical thinking
Business systems analysis","Bachelor of Science
 
: 
Aviation Management
 
May 2015
 
Bridgewater State University
 
City
 
, 
State
 
, 
United States
 
Aviation Management
concentration with in-depth knowledge of standard airline operations.
MBA
 
: 
Aviation International Business
 
Present
 
Embry-riddle Aeronautical University
 
City
 
, 
State
 
, 
United States
 
Aviation International Business
study and strategic planning for international operations of aviation related business' added to core business courses."
AVIATION,data/AVIATION/12239749.pdf,SPECIALIST OF INFANTRY,counselor seeking a position as a Social Services Provider. Disabled veteran and,"specialist conversant with social and personal barriers to employment, civic life and independent living with demonstrated ability
providing community based services and support between community stake holders and the underemployed, military veterans, the disabled and
additional underserved groups.
Core Qualifications
Proven leadership in military and civilian occupations.
Effective communication and interpersonal"
AVIATION,data/AVIATION/31605080.pdf,GEEK SQUAD AGENT,"Active Directory, Hardware, Customer Service, inventory management, inventory, logistics, Mac, Windows, Problem Solving, receiving,
Research, shipping, software installation, technical support, User Training, phone, troubleshooting","Purdue University
 
2014
 
B.S
 
: 
Computer & Information Technology
 
City
 
, 
State
 
Computer & Information Technology"
AVIATION,data/AVIATION/10945968.pdf,GLOBAL IT PROJECT MANAGER,"Windows , Windows Office Suites, Citrix, Active Directory, JIRA and Trello Project Management Applications, Service Now ITSM
Personal Information
Date of Birth: 8th October 1973
Marital Status: Married","and Training
Bachelor of Science
 
: 
Mathematics
 
1996
 
University of Glamorgan
 
City
 
, 
State
 
, 
UK
A Levels
 
1992
 
Cardinal Newman R.C. School
 
City
 
, 
State
 
, 
UK
Mathematics & Geography
GSCEs
 
1992
 
Cardinal Newman R.C. School
 
City
 
, 
State
 
, 
UK
Mathematics, Geography, Biology, English, French & Physics"
AVIATION,data/AVIATION/31536294.pdf,MANAGED PRESSURE DRILLING FIELD SUPERVISOR,,"Bachelor of Arts
 
:
 
Business Administration
 
2017
 
Pennsylvania State University
 
Expected graduation 2017
2016
 
Well Control School
 
, 
City
 
, 
State
 
, 
USA
IADC WellSHARP Supervisor Level
Drilling Operations, Surface, Subsea
2016
 
MSTC
 
, 
City
 
, 
State
 
, 
USA
HUET & BOSIET Â 
Helicopter Underwater Escape TrainingBasic Offshore Safety Induction and Emergency Training
2013
 
Schlumberger DPM Training 
, 
City
 
, 
State
 
, 
USA
MPD / DPM Training (2012-2013)
Well Bore Construction
Drilling Fluids
Intro to Directional Drilling
BHA & Drill String Engineering
Hydraulics for Drilling Operations
Well Control Basics Dynamic Pressure Drilling
Advanced Single Phase MPD , Multiphase MPD Operations
Pressure Mud Cap Drilling Â 
Advanced Auto-choke, Pressure Control 101
Control Systems Tech Basic & Advanced
2012
 
LoneStar College
2010
 
Central Texas College
2006
 
USN
Advanced Electronics and Technical Training (2005-2006)
MPD Projects/Clients
Shell - Mars, Olympus, Perdido
ConocoPhillips Alaska
Walter Oil &Gas
EnVen Energy Ventures
Castex Energy
W&T Offshore
Chevron - Genesis, Lineham Creek
Encana Corporation"
AVIATION,data/AVIATION/17876954.pdf,AVIATION SUPPLY SPECIALIST,"in working in both team-based and independent capacities. Bringing strong work ethic and excellent
organizational skills to any setting. Excited to begin new challenge with successful team.
Skills
Stockroom procedures
Report creation
Product organization
Materials transport
Adaptive team player
Loss prevention
Dependable and reliable
Inventory control
Project organization
Problem resolution
Process improvement
RFI Scanners
Administrative support
Planning and coordination
Team management
Organization
Inventory management
Supervision
Team building
Invoice generation","and Training
09/2019
Associate of Arts
 
: 
Mathematics Ad Science Emphasis
 
Orange County Community College
 
ï¼​ 
City
 
, 
State
12/2020
Social Work
 
Broward College
 
ï¼​ 
City
 
, 
State
06/2004
High School Diploma
 
Coral Springs High School
 
ï¼​ 
City
 
, 
State"
AVIATION,data/AVIATION/91431878.pdf,AVIATION MAINTENANCE TECHNICIAN,"Quality Assurance of aircraft parts and subsystems
Determining aircraft airworthiness","and Training
Bachelor of Science
 
: 
Mechanical Engineering
 
, 
2018
 
University of Nevada Reno
 
ï¼​ 
City
 
, 
State
 
, 
USA
Attended University of Nevada Reno for Mechanical Engineering with minor in UAV Technology. Currently in the second year of the degree.
Completed Engineering I & II, Core Humanities requirements, Micro economics, and pre-calculus.
Aviation Maintenance 
Aviation Maintenance School
 
ï¼​ 
City
 
, 
State
Completed 20 weeks of full time aviation maintenance schoolAviation Engineering
 
Ashford University
 
ï¼​ 
City
 
, 
State
 
, 
USA
English Composition I & II, Adult Development and Life Assessment, Personal Dimensions of Education, Cultural Anthropology
Associate of Science
 
Truckee Meadows Community College
 
ï¼​ 
City
 
, 
State
 
, 
USA
Private Pilot Ground School, Fundamentals of speech.
Aeronautical Engineering
 
Embry Riddle University
 
ï¼​ 
City
 
, 
State
 
, 
USA
 
GPA: 
GPA: 3.74 1st October2014 Was accepted and started attending
the University of Nevada Reno for Mechanical Engineering with minor in UAV Technology. Currently in the second year of the degree, I have
completed Engineering I & II, Core Humanities requirements, Micro economics, and pre-calculus.
Meteorology, and Computer Software Applications."
AVIATION,data/AVIATION/54232810.pdf,BANK TELLER,"Medical Terminology
Vital Signs & Patient MonitoringÂ 
Electronic Health Record
HIPPA Regulations/ Privacy
Patient Safety & Care
Patient Advocacy and Support
Medication AdministrationÂ 
â€‹
Professional","and Training
2012High School Diploma
 
Jefferson County High School
 
ï¼​ 
City
 
, 
State
 
, 
30434
GPA 3.7Â 
Graduated top 5% of my classÂ 
2015
Aviation Management
 
Community College of the Air Force
 
GPA: 
GPA: 3.5
 
Aviation Management
2015
Georgia Southern University
BLS through AHA. Expires 2017
â€‹
2016
Associates in Pre Nursing 
East Georgia State College 
ï¼​ 
City
 
, 
State
 
, 
30458
2017
Nursing 
Georgia Southern University
 
ï¼​ 
City
 
, 
State
 
, 
United States
 
GPA: 
GPA: 3.6
Completed First Semester of Georgia Southern Clinical.
Acute Nursing Clinical at East Georgia Regional Medical Center Med Surgical Floor and St Joseph Candler Hospital TCU.Â"
AVIATION,data/AVIATION/32720816.pdf,AVIATION PARTS SALESMAN,", as well as participated in
the community with volunteer events such as the DisAbility Sports Festival at the CSUSB campus in San Bernardino, CA.
Core Qualifications","and Training
Bachelor's Degree
 
:
 
Professional Aeronautics Management and Aviation Safety
 
4 2014
 
Embry Riddle Aeronautical University
 
GPA: 
GPA: 3.8
GPA: 4.00
 
GPA: 3.8 GPA: 4.00 Professional Aeronautics Management and Aviation Safety
2009
 
Silver Valley High School
 
, 
City
 
, 
State
 
, 
United States
 
GPA: 
GPA: 3.50 GPA: 4.00
Associate's Degree
 
:
 
Professional Aeronautics Management, Safety, Aeronautical Science, and Information Systems
 
10 2012
 
Embry Riddle
Aeronautical University
 
GPA: 
GPA: 3.8 GPA: 4.00
 
GPA: 3.8 GPA: 4.00 Professional Aeronautics Management, Safety, Aeronautical Science,
and Information Systems
Human Factors Security Aviation Safety Occupational Safety and Health Air Traffic Control Aircraft Maintenance Aeronautical Science
Work"
AVIATION,data/AVIATION/38663892.pdf,MANAGEMENT AND PROGRAM ANALYSIS,"Complex problem solving
Effective time management
Spreadsheet development
Financial Records and Processing
Oral and Written communications
Computer proficiency
Records Maintencance","Bachelor's Degree
 
: 
Human Services
 
01/2010
 
University of phoenix
 
City
 
, 
State
 
, 
United States
 
GPA: 
GPA: 3.4
 
GPA: 3.4 Credits Earned: 120.00
Human Services
Aviation Operation Specialist 06/13 GFEBS (SAP) Courses 01/11 36B Financial Management 3/10 Activity Managers/Budget Analyst Course
12/09
Microsoft Office 05/07 Microsoft Excel 05/07 AFCOS advance course 04/06
 
11/09"
AVIATION,data/AVIATION/82738323.pdf,AVIATION MECHANIC,"Licensed FAA rated Airframe and Powerplant (A&P) Technician
Yellow Belt Lean 6 Sigma Certified
Five years of","and Training
High School Diploma
 
2011
 
Hagerty High School
 
, 
City
 
, 
State
 
, 
USA
H-1 Powertrain
 
2011
 
Center Naval Aviation Technical Training
 
, 
City
 
, 
State
 
, 
USA
Graduated top in class
Honor Graduate
A&P License
 
2016
 
Bakers School of Aeronautics
 
, 
City
 
, 
State
 
, 
USA"
AVIATION,data/AVIATION/28383893.pdf,SENIOR WARRANT OFFICER ADVISOR,"required to thrive in a fast-paced setting. Highly organized Subject Matter Expert in aviation operations and extremely successful at managing
people and time. Offers prompt feedback on training assessments, participant behavior, and the overall effectiveness. Professional, detail oriented,
administrator motivated to drive projects from start to finish as part of a dynamic team.
Skill","Administrator, trained in Blackboard development, technical writing, Graduate level
platform teaching, and flight instruction. Works well with people at all levels of the organization, including stakeholders, customers, and outside
vendors. Self-motivated, innovative, and goal-oriented management professional committed to project accomplishment. Dedicated team player,
skilled at mediation and conflict resolution. Flexible Operations Officer and Supervisor, driven to manage the design and development of new
training programs and modify existing curricula to meet the needs of participants. Training Instructor, who helps participants obtain knowledge and"
AVIATION,data/AVIATION/65219288.pdf,ENTREPRENEUR GENERAL MANAGER,". Versed inÂ 
 accident
investigation and analysis to develop action plansÂ 
 Â and 
initiatives to address accident trends
 . Desires a challenging role as a 
Safety Training
Manager
 .","Bachelor
 
:
 
Public 
2
 
,
 
December 2007
 
Barry University
 
ï¼​ 
City
 
, 
State
 
Public 
2
Professional Affiliations
Member, Small Business Association (2008 - present)
Member, 
AAAE"
AVIATION,data/AVIATION/27512470.pdf,ASSISTANT TO CFO,".Â 
Ensured that team member responsibilities were defined and understood.Â 
Monitored ongoing expenses relative to budget projections.Â 
Cultivated strong working relations with other industry executives.
Verified that information in the computer system was up-to-date and accurate.
Compiled statistical information for special reports.
Created monthly reports for records, closed terminated records and completed chart audits.
Organized billing and invoice data and prepared accounts receivable and expected revenue reports for controllers.
Updated departmental standard operating procedures and database to accurately reflect the current practices.
Identified and resolved system and account issues.
Developed and created a more effective filing system to accelerate paperwork processing.
Collaborated with other administrative team members, human resources and the finance department on special projects and events.
Created and maintained computer- and paper-based filing and organization systems for records, reports and documents.
Charter Sales Rep and Flight Dispatcher
 
05/2006
 
to 
02/2008
 
Company Name
 
City
 
, 
State
Fielded an average of 50Â customer service calls per day.
Confirmed that appropriate changes were made to resolve customers' problems.
Exercises sound judgment in issuing credits and making exceptions to customer policies to maintain high levels of customer satisfaction.
Managed wide variety of customer service and administrative tasks to resolve customer issues quickly and efficiently.
Updated database with customer and sales information.
Evaluated competitors and performed market research.Verified that information in the computer system was up-to-date and accurate.
Updated departmental standard operating procedures and database to accurately reflect the current practices.
Maintained detailed administrative and procedural processes to improve accuracy and efficiency.
Planned travel arrangements forÂ staff.
Charter Sales and Flight Dispatcher
 
03/2000
 
to 
03/2005
 
Company Name
 
City
 
, 
State
Maintained detailed administrative and procedural processes to improve accuracy and efficiency.
Coordinated meetings with other department managers and served as main liaison between sales and flight staff.
Contacted providers to discuss status of rebilling and reimbursement process to ensure account resolution.
Managed incoming and outgoing calls.
Successfully established effective systems for record retention by creating database for daily correspondence tracking.
Improved communication efficiency as primary liaison between departments, clients and vendors.
Directly supported Vice President
 
in managing operation work flow.
Handled and processed confidential client information.
Coordinated with airport vendors regarding fueling and catering logistics.
Monitored flight schedule daily for 6 aircraft.
Monitored and updated flight schedules for pilots daily.
Accounts Receivable
Accounts Payable","High School Diploma
 
: 
General
 
1995
 
Lake Weir High School
 
City
 
, 
State
 
, 
USA"
AVIATION,data/AVIATION/33627938.pdf,PERSONNEL SECURITY SPECIALIST,,"Masters of Education
 
: 
Curriculum and Instruction
 
2015
 
Concordia University
Bachelor of Science
 
: 
Criminal Justice
 
2013
 
ECPI University
Job Related Training
Naval Security Manager Course, S-3C-0001;
 
DoD SCI Security Officials Course; 
SSO Navy SSO/SSR Professional Training Course;
SERE 100.1 Level A Code of Conduct Training Course (FOUO);
FSO Program Management for Possessing Facilities Curriculum; 
FSO Orientation for Non-Possessing Facilities Curriculum; 
Safeguarding
Classified Information in the National Industrial Security Program Course and Exam; 
Basic Industrial Security for the Government Security
Specialist Curriculum; 
Introduction to the National Industrial Security Program (NISP) Certification and Accreditation 
Process Course and Exam;
NISP Self-Inspection Course and Exam; 
Risk Management for DoD Security Programs; 
Information Security Emergency Planning; 
Introduction
to Personnel Security Adjudication; 
Security Policies, Principles and Programs Course and Exam; 
Introduction to DoD HSPD-12 CAC
Credentialing Course and Exam; 
Completed All Eight Certification Courses Related to e-QIP; 
Completed All Training for Operation and
Administration of JPAS/JCAVS; 
Transmission and Transportation for Industry Course and Exam; 
Developing A Security Education and Training
Program Course; 
Visits and Meetings in the National Industrial Security Program Course; 
Personnel Clearances in the NISP Course and Exam;
Â  Facility Clearances in the NISP Course and Exam (November, 2013)
NISP Reporting Requirements Course and Exam; 
Understanding Foreign Ownership, Control or Influence (FOCI) Course; Industrial Security
Facilities Database (ISFD) Facility Clearance Verification and Notifications for Industry; 
Special Access Programs (SAP) Overview; 
Social
Networking; 
Integrating Counterintelligence (CI) and Threat Awareness into Security Programs Course; 
Sensitive Compartmented Information
(SCI) Refresher Course and Exam; 
Temporary Sensitive Compartmented Information Facilities (T-SCIF) Training; 
Completed an additional
twenty-five online courses pertaining to Information and Personnel Security
Professional Affiliations
Military Intelligence Corps Association (MICA)"
AVIATION,data/AVIATION/14589288.pdf,ASSEMBLY MECHANIC,"VISIPRISE, KRONOS, SAP and EWI programs
Blueprints
Fiberglass, composite and sheet metal
Fuel Systems
Powerplant
Blade Track and Balance
Vibration Analysis
Leadership skills
Aircraft Inspection
Flight Controls
Hydraulic Systems
Transmissions","and Training
High School 
Diploma
 
1999"
AVIATION,data/AVIATION/70198580.pdf,AVIATION SUPPLY TECHNICIAN,and,"MBA
 
: 
Management 
, 
2014
 
University of Phoenix 
ï¼​ 
City
 
, 
State
 
, 
United States
BBA
 
: 
Integrated Supply Chain and Operations Management 
, 
2012
 
University of Phoenix 
ï¼​ 
City
 
, 
State
 
, 
United States
Coursework in Business, Management and Communications
Coursework in Business, Supply Chain management
High School Diploma
 
: 
2001
 
St. Augustine High School 
ï¼​ 
City
 
, 
State
 
, 
70119"
